timestamp,close,high,low,trade_count,open,volume,vwap
2016-05-19 04:00:00+00:00,43.55,43.8586,43.13,64949,43.19,10486335,43.424819
2016-05-20 04:00:00+00:00,44.33,44.51,43.75,62943,43.82,10285376,44.257382
2016-05-23 04:00:00+00:00,44.4,44.69,44.13,57608,44.52,11313555,44.395775
2016-05-24 04:00:00+00:00,45.36,45.5,44.3,65083,44.42,10794041,45.090085
2016-05-25 04:00:00+00:00,45.17,45.69,44.81,69659,45.5,11741024,45.16554
2016-05-26 04:00:00+00:00,45.65,45.98,45.12,53700,45.25,8040790,45.675039
2016-05-27 04:00:00+00:00,45.9,45.97,45.55,38486,45.7,8067084,45.849901
2016-05-31 04:00:00+00:00,46.72,46.815,46.07,53363,46.1,11318775,46.587428
2016-06-01 04:00:00+00:00,46.81,47.26,46.36,53567,46.5,10120488,46.759901
2016-06-02 04:00:00+00:00,47.14,47.54,46.6,53679,47.06,8585299,47.047463
2016-06-03 04:00:00+00:00,46.48,46.74,45.66,75320,46.68,11966280,46.233736
2016-06-06 04:00:00+00:00,46.24,46.96,46.0,55347,46.6,8258338,46.332094
2016-06-07 04:00:00+00:00,46.33,46.78,46.31,36694,46.52,5125206,46.47795
2016-06-08 04:00:00+00:00,46.18,46.51,45.8,39732,46.34,6173562,46.207079
2016-06-09 04:00:00+00:00,47.38,47.45,45.92,59920,46.02,12477837,47.075808
2016-06-10 04:00:00+00:00,46.2,47.24,46.14,62752,46.82,10299360,46.491085
2016-06-13 04:00:00+00:00,46.79,47.6986,46.25,62708,46.25,13257169,47.109526
2016-06-14 04:00:00+00:00,46.88,47.1,46.155,49731,46.68,8120493,46.708993
2016-06-15 04:00:00+00:00,47.36,47.77,46.75,52347,47.27,8502797,47.359083
2016-06-16 04:00:00+00:00,47.55,47.63,46.551,41226,47.01,6391297,47.114277
2016-06-17 04:00:00+00:00,46.72,47.62,46.53,51865,47.61,15204888,46.861736
2016-06-20 04:00:00+00:00,47.56,48.17,47.44,54451,47.47,7781552,47.783366
2016-06-21 04:00:00+00:00,47.27,47.89,47.2,39063,47.76,5674883,47.440283
2016-06-22 04:00:00+00:00,47.23,47.68,47.15,38705,47.37,5339477,47.382497
2016-06-23 04:00:00+00:00,48.49,48.54,47.65,50263,47.68,7752208,48.294233
2016-06-24 04:00:00+00:00,45.73,47.36,45.3,111831,46.5,29957510,46.040654
2016-06-27 04:00:00+00:00,45.24,45.7,44.57,90349,45.35,11639324,45.146667
2016-06-28 04:00:00+00:00,45.9,46.1499,45.27,70863,46.1,9984990,45.776081
2016-06-29 04:00:00+00:00,46.65,47.01,46.18,55815,46.3,8360927,46.642122
2016-06-30 04:00:00+00:00,47.01,47.3,46.35,56226,46.73,11950439,46.919027
2016-07-01 04:00:00+00:00,46.66,47.36,46.5,39067,46.75,5818313,46.770973
2016-07-05 04:00:00+00:00,47.35,47.43,46.03,58319,46.4,9582621,47.021859
2016-07-06 04:00:00+00:00,47.65,47.925,46.78,49853,47.02,7235420,47.583352
2016-07-07 04:00:00+00:00,48.89,49.06,47.75,70158,47.97,10170438,48.694453
2016-07-08 04:00:00+00:00,50.85,51.091,49.22,78847,49.41,12575463,50.530549
2016-07-11 04:00:00+00:00,52.02,52.4,51.52,69631,51.58,12387791,52.076073
2016-07-12 04:00:00+00:00,52.8,53.28,51.94,72277,52.6,11745521,52.588601
2016-07-13 04:00:00+00:00,52.78,53.2,52.7,51524,52.9,9148056,52.904777
2016-07-14 04:00:00+00:00,53.32,53.8,52.62,53492,53.06,8473492,53.37423
2016-07-15 04:00:00+00:00,52.7,52.935,51.841,61497,52.64,11475700,52.595394
2016-07-18 04:00:00+00:00,52.97,53.43,52.77,43637,53.35,6789400,53.057389
2016-07-19 04:00:00+00:00,53.52,53.7293,52.84,48409,52.94,9930536,53.43167
2016-07-20 04:00:00+00:00,54.22,54.505,53.48,49577,53.7,7662786,54.114038
2016-07-21 04:00:00+00:00,53.22,54.27,53.04,53513,54.1,9328227,53.476433
2016-07-22 04:00:00+00:00,54.67,54.67,53.02,47786,53.41,8410055,54.162769
2016-07-25 04:00:00+00:00,55.68,55.81,54.76,55862,55.0,8103677,55.428545
2016-07-26 04:00:00+00:00,56.63,56.92,56.09,78130,56.17,13233776,56.509499
2016-07-27 04:00:00+00:00,56.06,57.22,55.72,77214,57.12,11620896,56.113481
2016-07-28 04:00:00+00:00,56.18,56.6,56.0137,43954,56.19,5811209,56.218778
2016-07-29 04:00:00+00:00,57.1,57.25,55.38,67477,56.39,10782114,56.701493
2016-08-01 04:00:00+00:00,56.73,57.55,56.36,51783,57.34,7904049,56.742422
2016-08-02 04:00:00+00:00,56.04,57.03,55.5,51395,57.0,7419572,56.043336
2016-08-03 04:00:00+00:00,56.19,56.3,55.66,50977,55.97,7865767,55.954986
2016-08-04 04:00:00+00:00,57.23,57.49,56.35,47827,56.46,7111731,57.117237
2016-08-05 04:00:00+00:00,58.2,58.23,57.61,50489,57.89,9951483,58.027059
2016-08-08 04:00:00+00:00,58.74,59.14,58.12,50669,59.0,7947422,58.486544
2016-08-09 04:00:00+00:00,58.89,59.46,58.74,67699,59.03,9752161,59.016258
2016-08-10 04:00:00+00:00,58.51,59.5,58.3237,60347,59.41,9678070,58.67267
2016-08-11 04:00:00+00:00,59.7,59.95,58.7,110560,58.82,17368076,59.335449
2016-08-12 04:00:00+00:00,63.04,63.38,60.63,204786,61.9,37063145,62.224817
2016-08-15 04:00:00+00:00,62.98,63.4964,62.1302,82685,63.11,16473360,62.970169
2016-08-16 04:00:00+00:00,62.6,62.99,62.41,49985,62.89,7451557,62.688052
2016-08-17 04:00:00+00:00,61.15,62.74,60.655,101046,62.6,15184264,61.309465
2016-08-18 04:00:00+00:00,62.1,62.2,60.82,53763,61.06,8688581,61.849951
2016-08-19 04:00:00+00:00,62.26,62.73,61.8,49343,62.07,7696283,62.334535
2016-08-22 04:00:00+00:00,62.52,62.612,61.711,41427,62.45,6577357,62.367977
2016-08-23 04:00:00+00:00,62.91,63.32,62.73,54034,63.04,8971136,62.965938
2016-08-24 04:00:00+00:00,61.94,63.16,61.65,54455,63.13,7736520,62.403096
2016-08-25 04:00:00+00:00,61.53,61.99,60.76,64928,61.96,10410991,61.439688
2016-08-26 04:00:00+00:00,62.03,62.38,61.2,54263,61.69,7733704,61.89276
2016-08-29 04:00:00+00:00,61.99,62.53,61.885,41230,62.28,8024284,62.140648
2016-08-30 04:00:00+00:00,61.63,62.2426,61.46,40621,61.91,7104491,61.66897
2016-08-31 04:00:00+00:00,61.34,61.92,61.16,47400,61.75,10465624,61.441793
2016-09-01 04:00:00+00:00,63.15,63.38,61.34,72140,61.39,11051596,62.779221
2016-09-02 04:00:00+00:00,62.53,63.35,61.82,57694,63.28,8462009,62.526539
2016-09-06 04:00:00+00:00,63.12,63.12,62.429,53106,62.75,8076455,62.852955
2016-09-07 04:00:00+00:00,62.19,63.2285,61.83,53909,62.92,11165711,62.277566
2016-09-08 04:00:00+00:00,62.64,62.74,61.42,51958,62.13,8224335,62.319037
2016-09-09 04:00:00+00:00,59.52,62.3,59.0,124507,61.95,18018167,60.259906
2016-09-12 04:00:00+00:00,60.75,60.865,57.315,105787,58.73,15684694,59.756185
2016-09-13 04:00:00+00:00,59.87,61.3,59.53,70318,60.6,13079934,60.090735
2016-09-14 04:00:00+00:00,60.4,60.6,59.51,52340,60.01,8331218,60.162267
2016-09-15 04:00:00+00:00,62.69,62.76,60.36,84720,60.5,13541505,62.168434
2016-09-16 04:00:00+00:00,62.84,63.25,62.12,81949,62.91,32129004,62.824737
2016-09-19 04:00:00+00:00,63.67,65.26,63.21,64795,63.5,10784835,64.132436
2016-09-20 04:00:00+00:00,63.09,64.4,62.74,46732,64.4,9504558,63.276746
2016-09-21 04:00:00+00:00,64.86,64.98,63.27,57115,63.28,8838904,64.245708
2016-09-22 04:00:00+00:00,65.02,65.44,64.65,56692,65.24,8073141,64.977154
2016-09-23 04:00:00+00:00,64.95,65.29,64.66,50696,65.1,7235949,64.98449
2016-09-26 04:00:00+00:00,64.34,64.6,63.53,39196,64.21,6148196,64.243901
2016-09-27 04:00:00+00:00,66.54,66.64,64.06,67902,64.09,10341438,66.030741
2016-09-28 04:00:00+00:00,66.78,66.83,65.93,56603,66.64,8443296,66.480823
2016-09-29 04:00:00+00:00,67.4,67.61,66.0514,54228,66.67,9267318,67.029079
2016-09-30 04:00:00+00:00,68.52,69.19,67.37,68548,67.77,11791077,68.600418
2016-10-03 04:00:00+00:00,68.45,69.51,68.331,45237,68.52,6381031,68.71547
2016-10-04 04:00:00+00:00,68.3,69.7,67.79,51076,68.55,7332365,68.619969
2016-10-05 04:00:00+00:00,68.23,69.58,68.02,53415,68.88,8378408,68.363486
2016-10-06 04:00:00+00:00,67.34,67.83,66.26,64927,67.41,9473940,67.217405
2016-10-07 04:00:00+00:00,66.85,67.97,66.66,51822,67.79,7586032,67.134503
2016-10-10 04:00:00+00:00,67.1,67.56,66.47,53969,67.2,7483147,66.992795
2016-10-11 04:00:00+00:00,66.13,66.98,65.62,56444,66.88,10105642,66.257779
2016-10-12 04:00:00+00:00,66.43,66.7791,65.31,49230,65.86,10750326,66.414479
2016-10-13 04:00:00+00:00,65.35,65.8,63.7,72428,65.65,10041155,64.842932
2016-10-14 04:00:00+00:00,65.99,66.6,65.6,47165,66.15,8602577,66.199844
2016-10-17 04:00:00+00:00,65.61,66.6,65.52,32869,65.98,5191024,65.96627
2016-10-18 04:00:00+00:00,66.61,66.99,66.25,42206,66.52,7115520,66.669743
2016-10-19 04:00:00+00:00,66.47,66.78,65.82,32391,66.16,5659110,66.440871
2016-10-20 04:00:00+00:00,67.73,67.95,66.3,55148,67.25,8243813,67.364894
2016-10-21 04:00:00+00:00,67.54,67.66,66.9,36805,67.49,8349168,67.441518
2016-10-24 04:00:00+00:00,70.71,70.79,67.99,55585,68.04,9091169,69.955625
2016-10-25 04:00:00+00:00,71.87,72.3,70.25,63895,70.59,10539705,71.568067
2016-10-26 04:00:00+00:00,72.16,72.95,71.2,57247,71.34,8778081,72.263332
2016-10-27 04:00:00+00:00,70.68,72.85,70.385,59223,72.75,10239278,71.217563
2016-10-28 04:00:00+00:00,70.56,72.1,70.43,49794,71.0,7621509,71.160696
2016-10-31 04:00:00+00:00,71.16,71.625,70.75,44575,70.8999,6791221,71.20884
2016-11-01 04:00:00+00:00,69.05,71.81,68.29,69149,71.5,12263337,69.675051
2016-11-02 04:00:00+00:00,68.76,70.52,68.6355,54779,69.59,7731107,69.282379
2016-11-03 04:00:00+00:00,67.96,69.14,66.64,57410,69.08,8019507,67.940576
2016-11-04 04:00:00+00:00,67.57,68.7305,66.575,58951,67.51,8626777,67.81048
2016-11-07 05:00:00+00:00,71.27,71.72,69.5,77802,69.56,12793726,70.814543
2016-11-08 05:00:00+00:00,71.16,71.77,70.5,54188,71.59,14232197,71.150586
2016-11-09 05:00:00+00:00,69.95,70.9,68.72,80895,69.22,11959411,69.827915
2016-11-10 05:00:00+00:00,67.77,71.5,66.76,141216,71.49,22137671,68.377302
2016-11-11 05:00:00+00:00,87.97,88.77,78.5,282351,79.52,55971325,84.597074
2016-11-14 05:00:00+00:00,83.66,88.19,83.62,139875,87.96,34600904,84.948086
2016-11-15 05:00:00+00:00,86.19,87.45,83.93,100201,84.325,16135639,86.117131
2016-11-16 05:00:00+00:00,91.63,92.555,86.3452,140136,87.24,26271886,90.721791
2016-11-17 05:00:00+00:00,92.39,94.7923,90.65,130495,92.31,21178806,92.985165
2016-11-18 05:00:00+00:00,93.34,94.33,91.8,87451,92.42,14991275,93.046652
2016-11-21 05:00:00+00:00,92.98,94.35,92.4,63902,94.16,11766915,93.187411
2016-11-22 05:00:00+00:00,93.65,93.7396,92.38,52509,93.3,8578070,93.218924
2016-11-23 05:00:00+00:00,93.97,95.2499,92.77,51640,93.705,11873217,94.215585
2016-11-25 05:00:00+00:00,94.16,95.1,93.41,27972,94.45,5148873,94.027271
2016-11-28 05:00:00+00:00,94.11,94.74,93.6,45387,93.87,7447426,94.105225
2016-11-29 05:00:00+00:00,93.25,94.44,92.53,64574,94.0,13205915,93.561872
2016-11-30 05:00:00+00:00,92.2,94.16,92.1,60433,93.51,13150554,93.009468
2016-12-01 05:00:00+00:00,87.64,92.17,84.77,171912,92.1,26362785,87.766217
2016-12-02 05:00:00+00:00,88.45,88.8,85.12,81085,86.07,12476130,87.793681
2016-12-05 05:00:00+00:00,91.88,92.61,89.0,87865,90.0,15485005,91.475405
2016-12-06 05:00:00+00:00,93.39,93.73,91.57,77665,92.33,13939469,92.775239
2016-12-07 05:00:00+00:00,95.07,95.3,92.1,81633,92.76,12632210,94.146169
2016-12-08 05:00:00+00:00,93.48,96.62,93.0531,66548,95.2,9898933,94.388345
2016-12-09 05:00:00+00:00,91.82,94.27,90.71,68010,94.2,9877563,91.784321
2016-12-12 05:00:00+00:00,89.59,89.95,87.54,97798,89.9,15763327,88.68751
2016-12-13 05:00:00+00:00,91.17,92.29,90.05,64471,90.15,10251066,91.269982
2016-12-14 05:00:00+00:00,96.45,97.11,91.57,135774,92.52,25126841,95.322622
2016-12-15 05:00:00+00:00,98.71,99.94,96.6,115309,96.9,19358562,98.871907
2016-12-16 05:00:00+00:00,100.41,100.7,97.726,112922,99.8,33138879,99.472305
2016-12-19 05:00:00+00:00,101.63,102.4499,99.0,106897,99.8,19224207,101.247964
2016-12-20 05:00:00+00:00,105.09,106.13,104.12,130884,104.6,21851621,105.368635
2016-12-21 05:00:00+00:00,105.87,105.95,103.71,81405,105.6,15123301,105.2744
2016-12-22 05:00:00+00:00,107.11,108.87,106.53,103267,106.83,18376240,107.586139
2016-12-23 05:00:00+00:00,109.74,109.835,106.27,87021,106.45,16964795,108.30562
2016-12-27 05:00:00+00:00,117.34,117.36,111.22,163041,112.12,30381268,115.476499
2016-12-28 05:00:00+00:00,109.25,119.93,108.69,353805,119.6,58027306,112.293564
2016-12-29 05:00:00+00:00,111.43,111.49,102.8,280363,104.7,57399831,107.488094
2016-12-30 05:00:00+00:00,106.78,111.92,106.3,158163,111.31,31012114,108.086526
2017-01-03 05:00:00+00:00,102.01,106.37,99.38,209855,104.62,38427655,102.329583
2017-01-04 05:00:00+00:00,104.39,105.5,101.53,171416,103.599,31680023,103.765182
2017-01-05 05:00:00+00:00,101.74,105.82,101.05,143107,104.5,25957170,102.60176
2017-01-06 05:00:00+00:00,103.1,104.25,101.2,109445,102.49,20983382,103.071732
2017-01-09 05:00:00+00:00,107.28,108.0,103.5,128651,103.6,23472461,106.825221
2017-01-10 05:00:00+00:00,106.47,109.19,105.63,107186,107.75,23288462,107.046491
2017-01-11 05:00:00+00:00,105.16,106.2,104.15,73810,106.105,13723011,105.171093
2017-01-12 05:00:00+00:00,103.44,104.7,101.62,94561,104.2,16161797,102.735306
2017-01-13 05:00:00+00:00,103.43,105.0,103.06,66985,103.6,11988095,103.764407
2017-01-17 05:00:00+00:00,101.11,103.2,100.57,78965,103.155,15128032,101.568051
2017-01-18 05:00:00+00:00,102.95,103.23,99.11,82563,100.25,16848551,102.132808
2017-01-19 05:00:00+00:00,105.16,106.46,102.98,87013,103.2,17432132,105.161632
2017-01-20 05:00:00+00:00,104.01,106.8,103.12,74403,106.08,12906232,104.50263
2017-01-23 05:00:00+00:00,105.09,105.9,103.7,56800,103.75,9624364,104.893342
2017-01-24 05:00:00+00:00,107.33,107.58,104.9,65027,105.56,11072520,106.278942
2017-01-25 05:00:00+00:00,107.79,109.3,106.3346,76417,109.05,13506123,107.608767
2017-01-26 05:00:00+00:00,109.65,109.95,106.7,73887,107.9,11831084,108.621133
2017-01-27 05:00:00+00:00,111.77,111.89,108.85,68317,110.0,12385493,110.58569
2017-01-30 05:00:00+00:00,110.02,111.01,107.9106,72887,110.9,12881658,109.499185
2017-01-31 05:00:00+00:00,109.18,110.05,108.2,52376,108.985,9738785,108.964144
2017-02-01 05:00:00+00:00,113.95,114.12,109.86,87676,110.5989,15119116,112.524897
2017-02-02 05:00:00+00:00,115.39,115.74,112.06,75309,113.31,12475396,114.517823
2017-02-03 05:00:00+00:00,114.38,115.9,113.9,59966,115.45,9713764,114.737326
2017-02-06 05:00:00+00:00,117.31,117.3261,114.0,75927,114.01,13267475,116.229243
2017-02-07 05:00:00+00:00,119.13,120.92,117.9,109326,118.67,19314693,119.564793
2017-02-08 05:00:00+00:00,118.61,119.31,116.38,72040,118.14,11675187,118.150039
2017-02-09 05:00:00+00:00,116.38,119.06,115.6,138867,118.97,21528507,117.475452
2017-02-10 05:00:00+00:00,113.62,120.7,112.6,257102,120.0,42071985,115.097385
2017-02-13 05:00:00+00:00,108.37,113.98,108.2,162606,113.44,30090831,110.143273
2017-02-14 05:00:00+00:00,108.78,110.15,106.29,120483,107.87,21819103,108.633278
2017-02-15 05:00:00+00:00,109.0,109.8,107.76,55556,108.9,9816919,108.745136
2017-02-16 05:00:00+00:00,107.25,109.44,105.66,96881,109.3,17051053,107.125182
2017-02-17 05:00:00+00:00,107.23,107.41,104.79,79008,106.64,14729429,106.360232
2017-02-21 05:00:00+00:00,111.07,111.23,108.22,80013,108.29,14526431,110.252529
2017-02-22 05:00:00+00:00,110.76,111.8,109.99,61490,111.43,11384839,110.791665
2017-02-23 05:00:00+00:00,100.49,106.39,99.68,233361,105.6,40497269,101.686935
2017-02-24 05:00:00+00:00,101.46,102.0,95.7,155766,97.0,27242005,99.997409
2017-02-27 05:00:00+00:00,104.41,105.02,101.56,100936,102.2,18371130,104.156216
2017-02-28 05:00:00+00:00,101.48,105.2,100.775,89873,104.79,17048327,102.113324
2017-03-01 05:00:00+00:00,102.79,104.37,101.11,71903,103.7,13188376,102.536437
2017-03-02 05:00:00+00:00,99.0,102.84,98.89,108508,102.27,19366998,100.292113
2017-03-03 05:00:00+00:00,98.43,98.77,96.22,120337,98.6,22276792,97.841808
2017-03-06 05:00:00+00:00,97.67,98.1,95.17,120058,96.99,22575540,96.509193
2017-03-07 05:00:00+00:00,98.74,99.53,97.15,86234,97.67,15583926,98.561162
2017-03-08 05:00:00+00:00,98.56,101.3,98.47,84984,100.68,16399640,99.81621
2017-03-09 05:00:00+00:00,98.54,99.45,97.4,63405,97.95,12430754,98.354459
2017-03-10 05:00:00+00:00,99.12,100.09,98.38,65609,99.61,13197891,99.080378
2017-03-13 04:00:00+00:00,101.85,102.25,99.51,109148,99.54,20009756,101.3824
2017-03-14 04:00:00+00:00,101.78,102.75,100.47,74063,102.46,13630960,101.354425
2017-03-15 04:00:00+00:00,102.55,102.99,100.32,83724,102.25,15816642,101.913627
2017-03-16 04:00:00+00:00,103.81,103.83,102.41,74524,103.0,13461789,103.300742
2017-03-17 04:00:00+00:00,106.07,106.12,103.81,108613,104.55,34729419,105.445498
2017-03-20 04:00:00+00:00,109.45,109.61,106.13,101042,106.85,19144983,108.522343
2017-03-21 04:00:00+00:00,105.91,109.96,105.585,132122,108.751,23464588,107.599785
2017-03-22 04:00:00+00:00,108.07,108.26,105.3,86843,105.5,15898696,107.205959
2017-03-23 04:00:00+00:00,107.09,108.5572,106.7,66743,107.75,13644407,107.522011
2017-03-24 04:00:00+00:00,107.47,109.29,106.42,63213,108.99,11746434,108.034912
